session_date,status,gross,commission,ibkr_commission,section31_fee,total_explicit_cost,slippage,cost,cash_interest,financing,net,signal_count,fill_events,trade_units,shares_traded,holding_minutes,traded_notional,long_gross,short_gross,eod_exit_fills,eod_exit_notional,eod_extra_cost,positive_cash_minute_dollars,borrowed_cash_minute_dollars,long_notional_minute_dollars,short_notional_minute_dollars,known_partial_gross,known_partial_commission,known_partial_ibkr_commission,known_partial_section31_fee,known_partial_slippage,known_partial_cash_interest,known_partial_financing,section31_rate_per_million_used,cash_rate_annual_used,funding_rate_annual_used,borrow_rate_annual_used,total_daycount_fraction,intraday_daycount_fraction,cash_hurdle_ret,prev_aum,aum,close_valid,ret,market_impact,total_execution_cost,is_evaluation
2011-03-24,active,208.6560000000079,69.552,69.552,0.0,69.552,0.0,69.552,0.0,-0.0,139.1040000000079,13,6.0,6.0,19872.0,180.0,1124433.936,208.6560000000079,0.0,0.0,0.0,0.0,25391433.58500004,11993820.505199965,33757906.4352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003968253968253968,0.0010747354497354497,0.0,120911.58850000019,121050.6925000002,True,0.0011504604457331041,0.0,69.552,True
2011-03-25,no_signal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47209770.07500008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003968253968253968,0.0010747354497354497,0.0,121050.6925000002,121050.6925000002,True,0.0,0.0,0.0,True
2011-03-28,no_signal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47209770.07500008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003968253968253968,0.0010747354497354497,0.0,121050.6925000002,121050.6925000002,True,0.0,0.0,0.0,True
2011-03-29,active,375.40619999999967,71.799,71.799,0.0,71.799,0.0,71.799,0.0,-0.0,303.6071999999997,13,6.0,6.0,20514.0,270.0,1166938.2062,375.4061999999997,0.0,0.0,0.0,0.0,14526083.100000024,19849060.321899947,52532747.296900004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003968253968253968,0.0010747354497354497,0.0,121050.6925000002,121354.29970000019,True,0.00250809965420065,0.0,71.799,True
2011-03-30,no_signal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47328176.88300006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003968253968253968,0.0010747354497354497,0.0,121354.29970000019,121354.29970000019,True,0.0,0.0,0.0,True
2011-03-31,no_signal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47328176.88300006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003968253968253968,0.0010747354497354497,0.0,121354.29970000019,121354.29970000019,True,0.0,0.0,0.0,True
2011-04-01,no_signal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47328176.88300006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003968253968253968,0.0010747354497354497,0.0,121354.29970000019,121354.29970000019,True,0.0,0.0,0.0,True
2011-04-04,active,-581.6525000000034,50.050000000000004,50.050000000000004,0.0,50.050000000000004,0.0,50.050000000000004,0.0,-0.0,-631.7025000000034,13,4.0,4.0,14300.0,90.0,817969.6525,0.0,-581.6525000000034,0.0,0.0,0.0,65744534.48550006,0.0,0.0,18416357.6025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003968253968253968,0.0010747354497354497,0.0,121354.29970000019,120722.5972000002,True,-0.005205439787149152,0.0,50.050000000000004,True
2011-04-05,no_signal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47081812.90800008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003968253968253968,0.0010747354497354497,0.0,120722.5972000002,120722.5972000002,True,0.0,0.0,0.0,True
2011-04-06,no_signal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47081812.90800008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003968253968253968,0.0010747354497354497,0.0,120722.5972000002,120722.5972000002,True,0.0,0.0,0.0,True
