session_date,minute_of_session,usable_observation,bar_present,sigma_history_valid,prior_14_eligible_usable,band_warm
2010-12-22,240,True,True,True,14,True
2010-12-22,270,True,True,True,14,True
2010-12-22,300,True,True,True,14,True
2010-12-22,330,True,True,True,14,True
2010-12-22,360,True,True,True,14,True
2010-12-22,390,True,True,True,14,True
2010-12-23,30,True,True,True,14,True
2010-12-23,60,True,True,True,14,True
2010-12-23,90,True,True,True,14,True
2010-12-23,120,True,True,True,14,True
2010-12-23,150,True,True,True,14,True
2010-12-23,180,True,True,True,14,True
2010-12-23,210,True,True,True,14,True
2010-12-23,240,True,True,True,14,True
2010-12-23,270,True,True,True,14,True
2010-12-23,300,True,True,True,14,True
2010-12-23,330,True,True,True,14,True
2010-12-23,360,True,True,True,14,True
2010-12-23,390,True,True,True,14,True
2010-12-27,30,True,True,True,14,True
2010-12-27,60,True,True,True,14,True
2010-12-27,90,True,True,True,14,True
2010-12-27,120,True,True,True,14,True
2010-12-27,150,True,True,True,14,True
2010-12-27,180,True,True,True,14,True
2010-12-27,210,True,True,True,14,True
2010-12-27,240,True,True,True,14,True
2010-12-27,270,True,True,True,14,True
2010-12-27,300,True,True,True,14,True
2010-12-27,330,True,True,True,14,True
2010-12-27,360,True,True,True,14,True
2010-12-27,390,True,True,True,14,True
2010-12-28,30,True,True,True,14,True
2010-12-28,60,True,True,True,14,True
2010-12-28,90,True,True,True,14,True
2010-12-28,120,True,True,True,14,True
2010-12-28,150,True,True,True,14,True
2010-12-28,180,True,True,True,14,True
2010-12-28,210,True,True,True,14,True
2010-12-28,240,True,True,True,14,True
2010-12-28,270,True,True,True,14,True
2010-12-28,300,True,True,True,14,True
2010-12-28,330,True,True,True,14,True
2010-12-28,360,True,True,True,14,True
2010-12-28,390,True,True,True,14,True
2010-12-29,30,True,True,True,14,True
2010-12-29,60,True,True,True,14,True
2010-12-29,90,True,True,True,14,True
2010-12-29,120,True,True,True,14,True
2010-12-29,150,True,True,True,14,True
2010-12-29,180,True,True,True,14,True
2010-12-29,210,True,True,True,14,True
2010-12-29,240,True,True,True,14,True
2010-12-29,270,True,True,True,14,True
2010-12-29,300,True,True,True,14,True
2010-12-29,330,True,True,True,14,True
2010-12-29,360,True,True,True,14,True
2010-12-29,390,True,True,True,14,True
2010-12-30,30,True,True,True,14,True
2010-12-30,60,True,True,True,14,True
2010-12-30,90,True,True,True,14,True
2010-12-30,120,True,True,True,14,True
2010-12-30,150,True,True,True,14,True
2010-12-30,180,True,True,True,14,True
2010-12-30,210,True,True,True,14,True
2010-12-30,240,True,True,True,14,True
2010-12-30,270,True,True,True,14,True
2010-12-30,300,True,True,True,14,True
2010-12-30,330,True,True,True,14,True
2010-12-30,360,True,True,True,14,True
2010-12-30,390,True,True,True,14,True
2010-12-31,30,True,True,True,14,True
2010-12-31,60,True,True,True,14,True
2010-12-31,90,True,True,True,14,True
2010-12-31,120,True,True,True,14,True
2010-12-31,150,True,True,True,14,True
2010-12-31,180,True,True,True,14,True
2010-12-31,210,True,True,True,14,True
2010-12-31,240,True,True,True,14,True
2010-12-31,270,True,True,True,14,True
2010-12-31,300,True,True,True,14,True
2010-12-31,330,True,True,True,14,True
2010-12-31,360,True,True,True,14,True
2010-12-31,390,True,True,True,14,True
2011-01-03,30,True,True,True,14,True
2011-01-03,60,True,True,True,14,True
2011-01-03,90,True,True,True,14,True
2011-01-03,120,True,True,True,14,True
2011-01-03,150,True,True,True,14,True
2011-01-03,180,True,True,True,14,True
2011-01-03,210,True,True,True,14,True
2011-01-03,240,True,True,True,14,True
2011-01-03,270,True,True,True,14,True
2011-01-03,300,True,True,True,14,True
2011-01-03,330,True,True,True,14,True
2011-01-03,360,True,True,True,14,True
2011-01-03,390,True,True,True,14,True
2011-01-04,30,True,True,True,14,True
2011-01-04,60,True,True,True,14,True
2011-01-04,90,True,True,True,14,True
2011-01-04,120,True,True,True,14,True
2011-01-04,150,True,True,True,14,True
2011-01-04,180,True,True,True,14,True
2011-01-04,210,True,True,True,14,True
2011-01-04,240,True,True,True,14,True
2011-01-04,270,True,True,True,14,True
2011-01-04,300,True,True,True,14,True
2011-01-04,330,True,True,True,14,True
2011-01-04,360,True,True,True,14,True
2011-01-04,390,True,True,True,14,True
2011-01-05,30,True,True,True,14,True
2011-01-05,60,True,True,True,14,True
2011-01-05,90,True,True,True,14,True
2011-01-05,120,True,True,True,14,True
2011-01-05,150,True,True,True,14,True
2011-01-05,180,True,True,True,14,True
2011-01-05,210,True,True,True,14,True
2011-01-05,240,True,True,True,14,True
2011-01-05,270,True,True,True,14,True
2011-01-05,300,True,True,True,14,True
2011-01-05,330,True,True,True,14,True
2011-01-05,360,True,True,True,14,True
2011-01-05,390,True,True,True,14,True
2011-01-06,30,True,True,True,14,True
2011-01-06,60,True,True,True,14,True
2011-01-06,90,True,True,True,14,True
2011-01-06,120,True,True,True,14,True
2011-01-06,150,True,True,True,14,True
2011-01-06,180,True,True,True,14,True
2011-01-06,210,True,True,True,14,True
2011-01-06,240,True,True,True,14,True
2011-01-06,270,True,True,True,14,True
2011-01-06,300,True,True,True,14,True
2011-01-06,330,True,True,True,14,True
2011-01-06,360,True,True,True,14,True
2011-01-06,390,True,True,True,14,True
2011-01-07,30,True,True,True,14,True
2011-01-07,60,True,True,True,14,True
2011-01-07,90,True,True,True,14,True
2011-01-07,120,True,True,True,14,True
2011-01-07,150,True,True,True,14,True
2011-01-07,180,True,True,True,14,True
2011-01-07,210,True,True,True,14,True
2011-01-07,240,True,True,True,14,True
2011-01-07,270,True,True,True,14,True
2011-01-07,300,True,True,True,14,True
2011-01-07,330,True,True,True,14,True
2011-01-07,360,True,True,True,14,True
2011-01-07,390,True,True,True,14,True
2011-01-10,30,True,True,True,14,True
2011-01-10,60,True,True,True,14,True
2011-01-10,90,True,True,True,14,True
2011-01-10,120,True,True,True,14,True
2011-01-10,150,True,True,True,14,True
2011-01-10,180,True,True,True,14,True
2011-01-10,210,True,True,True,14,True
2011-01-10,240,True,True,True,14,True
2011-01-10,270,True,True,True,14,True
2011-01-10,300,True,True,True,14,True
2011-01-10,330,True,True,True,14,True
2011-01-10,360,True,True,True,14,True
2011-01-10,390,True,True,True,14,True
2011-01-11,30,True,True,True,14,True
2011-01-11,60,True,True,True,14,True
2011-01-11,90,True,True,True,14,True
2011-01-11,120,True,True,True,14,True
2011-01-11,150,True,True,True,14,True
2011-01-11,180,True,True,True,14,True
2011-01-11,210,True,True,True,14,True
2011-01-11,240,True,True,True,14,True
2011-01-11,270,True,True,True,14,True
2011-01-11,300,True,True,True,14,True
2011-01-11,330,True,True,True,14,True
2011-01-11,360,True,True,True,14,True
2011-01-11,390,True,True,True,14,True
2011-01-12,30,True,True,True,14,True
2011-01-12,60,True,True,True,14,True
2011-01-12,90,True,True,True,14,True
2011-01-12,120,True,True,True,14,True
2011-01-12,150,True,True,True,14,True
2011-01-12,180,True,True,True,14,True
2011-01-12,210,True,True,True,14,True
2011-01-12,240,True,True,True,14,True
2011-01-12,270,True,True,True,14,True
2011-01-12,300,True,True,True,14,True
2011-01-12,330,True,True,True,14,True
2011-01-12,360,True,True,True,14,True
2011-01-12,390,True,True,True,14,True
2011-01-13,30,True,True,True,14,True
2011-01-13,60,True,True,True,14,True
2011-01-13,90,True,True,True,14,True
2011-01-13,120,True,True,True,14,True
2011-01-13,150,True,True,True,14,True
2011-01-13,180,True,True,True,14,True
2011-01-13,210,True,True,True,14,True
2011-01-13,240,True,True,True,14,True
2011-01-13,270,True,True,True,14,True
2011-01-13,300,True,True,True,14,True
2011-01-13,330,True,True,True,14,True
2011-01-13,360,True,True,True,14,True
2011-01-13,390,True,True,True,14,True
2011-01-14,30,True,True,True,14,True
2011-01-14,60,True,True,True,14,True
2011-01-14,90,True,True,True,14,True
2011-01-14,120,True,True,True,14,True
2011-01-14,150,True,True,True,14,True
2011-01-14,180,True,True,True,14,True
2011-01-14,210,True,True,True,14,True
2011-01-14,240,True,True,True,14,True
2011-01-14,270,True,True,True,14,True
2011-01-14,300,True,True,True,14,True
2011-01-14,330,True,True,True,14,True
2011-01-14,360,True,True,True,14,True
2011-01-14,390,True,True,True,14,True
2011-01-18,30,True,True,True,14,True
2011-01-18,60,True,True,True,14,True
2011-01-18,90,True,True,True,14,True
2011-01-18,120,True,True,True,14,True
2011-01-18,150,True,True,True,14,True
2011-01-18,180,True,True,True,14,True
2011-01-18,210,True,True,True,14,True
2011-01-18,240,True,True,True,14,True
2011-01-18,270,True,True,True,14,True
2011-01-18,300,True,True,True,14,True
2011-01-18,330,True,True,True,14,True
2011-01-18,360,True,True,True,14,True
2011-01-18,390,True,True,True,14,True
2011-01-19,30,True,True,True,14,True
2011-01-19,60,True,True,True,14,True
2011-01-19,90,True,True,True,14,True
2011-01-19,120,True,True,True,14,True
2011-01-19,150,True,True,True,14,True
2011-01-19,180,True,True,True,14,True
2011-01-19,210,True,True,True,14,True
2011-01-19,240,True,True,True,14,True
2011-01-19,270,True,True,True,14,True
2011-01-19,300,True,True,True,14,True
2011-01-19,330,True,True,True,14,True
2011-01-19,360,True,True,True,14,True
2011-01-19,390,True,True,True,14,True
2011-01-20,30,True,True,True,14,True
2011-01-20,60,True,True,True,14,True
2011-01-20,90,True,True,True,14,True
2011-01-20,120,True,True,True,14,True
2011-01-20,150,True,True,True,14,True
2011-01-20,180,True,True,True,14,True
2011-01-20,210,True,True,True,14,True
2011-01-20,240,True,True,True,14,True
2011-01-20,270,True,True,True,14,True
2011-01-20,300,True,True,True,14,True
2011-01-20,330,True,True,True,14,True
2011-01-20,360,True,True,True,14,True
2011-01-20,390,True,True,True,14,True
2011-01-21,30,True,True,True,14,True
2011-01-21,60,True,True,True,14,True
2011-01-21,90,True,True,True,14,True
2011-01-21,120,True,True,True,14,True
2011-01-21,150,True,True,True,14,True
2011-01-21,180,True,True,True,14,True
2011-01-21,210,True,True,True,14,True
2011-01-21,240,True,True,True,14,True
2011-01-21,270,True,True,True,14,True
2011-01-21,300,True,True,True,14,True
2011-01-21,330,True,True,True,14,True
2011-01-21,360,True,True,True,14,True
2011-01-21,390,True,True,True,14,True
2011-01-24,30,True,True,True,14,True
2011-01-24,60,True,True,True,14,True
2011-01-24,90,True,True,True,14,True
2011-01-24,120,True,True,True,14,True
2011-01-24,150,True,True,True,14,True
2011-01-24,180,True,True,True,14,True
2011-01-24,210,True,True,True,14,True
2011-01-24,240,True,True,True,14,True
2011-01-24,270,True,True,True,14,True
2011-01-24,300,True,True,True,14,True
2011-01-24,330,True,True,True,14,True
2011-01-24,360,True,True,True,14,True
2011-01-24,390,True,True,True,14,True
2011-01-25,30,True,True,True,14,True
2011-01-25,60,True,True,True,14,True
2011-01-25,90,True,True,True,14,True
2011-01-25,120,True,True,True,14,True
2011-01-25,150,True,True,True,14,True
2011-01-25,180,True,True,True,14,True
2011-01-25,210,True,True,True,14,True
2011-01-25,240,True,True,True,14,True
2011-01-25,270,True,True,True,14,True
2011-01-25,300,True,True,True,14,True
2011-01-25,330,True,True,True,14,True
2011-01-25,360,True,True,True,14,True
2011-01-25,390,True,True,True,14,True
2011-01-26,30,True,True,True,14,True
2011-01-26,60,True,True,True,14,True
2011-01-26,90,True,True,True,14,True
2011-01-26,120,True,True,True,14,True
2011-01-26,150,True,True,True,14,True
2011-01-26,180,True,True,True,14,True
2011-01-26,210,True,True,True,14,True
2011-01-26,240,True,True,True,14,True
2011-01-26,270,True,True,True,14,True
2011-01-26,300,True,True,True,14,True
2011-01-26,330,True,True,True,14,True
2011-01-26,360,True,True,True,14,True
2011-01-26,390,True,True,True,14,True
2011-01-27,30,True,True,True,14,True
2011-01-27,60,True,True,True,14,True
2011-01-27,90,True,True,True,14,True
2011-01-27,120,True,True,True,14,True
2011-01-27,150,True,True,True,14,True
2011-01-27,180,True,True,True,14,True
2011-01-27,210,True,True,True,14,True
2011-01-27,240,True,True,True,14,True
2011-01-27,270,True,True,True,14,True
2011-01-27,300,True,True,True,14,True
2011-01-27,330,True,True,True,14,True
2011-01-27,360,True,True,True,14,True
2011-01-27,390,True,True,True,14,True
2011-01-28,30,True,True,True,14,True
2011-01-28,60,True,True,True,14,True
2011-01-28,90,True,True,True,14,True
2011-01-28,120,True,True,True,14,True
2011-01-28,150,True,True,True,14,True
2011-01-28,180,True,True,True,14,True
2011-01-28,210,True,True,True,14,True
2011-01-28,240,True,True,True,14,True
2011-01-28,270,True,True,True,14,True
2011-01-28,300,True,True,True,14,True
2011-01-28,330,True,True,True,14,True
2011-01-28,360,True,True,True,14,True
2011-01-28,390,True,True,True,14,True
2011-01-31,30,True,True,True,14,True
2011-01-31,60,True,True,True,14,True
2011-01-31,90,True,True,True,14,True
2011-01-31,120,True,True,True,14,True
2011-01-31,150,True,True,True,14,True
2011-01-31,180,True,True,True,14,True
2011-01-31,210,True,True,True,14,True
2011-01-31,240,True,True,True,14,True
2011-01-31,270,True,True,True,14,True
2011-01-31,300,True,True,True,14,True
2011-01-31,330,True,True,True,14,True
2011-01-31,360,True,True,True,14,True
2011-01-31,390,True,True,True,14,True
2011-02-01,30,True,True,True,14,True
2011-02-01,60,True,True,True,14,True
2011-02-01,90,True,True,True,14,True
2011-02-01,120,True,True,True,14,True
2011-02-01,150,True,True,True,14,True
2011-02-01,180,True,True,True,14,True
2011-02-01,210,True,True,True,14,True
2011-02-01,240,True,True,True,14,True
2011-02-01,270,True,True,True,14,True
2011-02-01,300,True,True,True,14,True
2011-02-01,330,True,True,True,14,True
2011-02-01,360,True,True,True,14,True
2011-02-01,390,True,True,True,14,True
2011-02-02,30,True,True,True,14,True
2011-02-02,60,True,True,True,14,True
2011-02-02,90,True,True,True,14,True
2011-02-02,120,True,True,True,14,True
2011-02-02,150,True,True,True,14,True
2011-02-02,180,True,True,True,14,True
2011-02-02,210,True,True,True,14,True
2011-02-02,240,True,True,True,14,True
2011-02-02,270,True,True,True,14,True
2011-02-02,300,True,True,True,14,True
2011-02-02,330,True,True,True,14,True
2011-02-02,360,True,True,True,14,True
2011-02-02,390,True,True,True,14,True
2011-02-03,30,True,True,True,14,True
2011-02-03,60,True,True,True,14,True
2011-02-03,90,True,True,True,14,True
2011-02-03,120,True,True,True,14,True
2011-02-03,150,True,True,True,14,True
2011-02-03,180,True,True,True,14,True
2011-02-03,210,True,True,True,14,True
2011-02-03,240,True,True,True,14,True
2011-02-03,270,True,True,True,14,True
2011-02-03,300,True,True,True,14,True
2011-02-03,330,True,True,True,14,True
2011-02-03,360,True,True,True,14,True
2011-02-03,390,True,True,True,14,True
2011-02-04,30,True,True,True,14,True
2011-02-04,60,True,True,True,14,True
2011-02-04,90,True,True,True,14,True
2011-02-04,120,True,True,True,14,True
2011-02-04,150,True,True,True,14,True
2011-02-04,180,True,True,True,14,True
2011-02-04,210,True,True,True,14,True
2011-02-04,240,True,True,True,14,True
2011-02-04,270,True,True,True,14,True
2011-02-04,300,True,True,True,14,True
2011-02-04,330,True,True,True,14,True
2011-02-04,360,True,True,True,14,True
2011-02-04,390,True,True,True,14,True
2011-02-07,30,True,True,True,14,True
2011-02-07,60,True,True,True,14,True
2011-02-07,90,True,True,True,14,True
2011-02-07,120,True,True,True,14,True
2011-02-07,150,True,True,True,14,True
2011-02-07,180,True,True,True,14,True
2011-02-07,210,True,True,True,14,True
2011-02-07,240,True,True,True,14,True
2011-02-07,270,True,True,True,14,True
2011-02-07,300,True,True,True,14,True
2011-02-07,330,True,True,True,14,True
2011-02-07,360,True,True,True,14,True
2011-02-07,390,True,True,True,14,True
2011-02-08,30,True,True,True,14,True
2011-02-08,60,True,True,True,14,True
2011-02-08,90,True,True,True,14,True
2011-02-08,120,True,True,True,14,True
2011-02-08,150,True,True,True,14,True
2011-02-08,180,True,True,True,14,True
2011-02-08,210,True,True,True,14,True
2011-02-08,240,True,True,True,14,True
2011-02-08,270,True,True,True,14,True
2011-02-08,300,True,True,True,14,True
2011-02-08,330,True,True,True,14,True
2011-02-08,360,True,True,True,14,True
2011-02-08,390,True,True,True,14,True
2011-02-09,30,True,True,True,14,True
2011-02-09,60,True,True,True,14,True
2011-02-09,90,True,True,True,14,True
2011-02-09,120,True,True,True,14,True
2011-02-09,150,True,True,True,14,True
2011-02-09,180,True,True,True,14,True
2011-02-09,210,True,True,True,14,True
2011-02-09,240,True,True,True,14,True
2011-02-09,270,True,True,True,14,True
2011-02-09,300,True,True,True,14,True
2011-02-09,330,True,True,True,14,True
2011-02-09,360,True,True,True,14,True
2011-02-09,390,True,True,True,14,True
2011-02-10,30,True,True,True,14,True
2011-02-10,60,True,True,True,14,True
2011-02-10,90,True,True,True,14,True
2011-02-10,120,True,True,True,14,True
2011-02-10,150,True,True,True,14,True
2011-02-10,180,True,True,True,14,True
2011-02-10,210,True,True,True,14,True
2011-02-10,240,True,True,True,14,True
2011-02-10,270,True,True,True,14,True
2011-02-10,300,True,True,True,14,True
2011-02-10,330,True,True,True,14,True
2011-02-10,360,True,True,True,14,True
2011-02-10,390,True,True,True,14,True
2011-02-11,30,True,True,True,14,True
2011-02-11,60,True,True,True,14,True
2011-02-11,90,True,True,True,14,True
2011-02-11,120,True,True,True,14,True
2011-02-11,150,True,True,True,14,True
2011-02-11,180,True,True,True,14,True
2011-02-11,210,True,True,True,14,True
2011-02-11,240,True,True,True,14,True
2011-02-11,270,True,True,True,14,True
2011-02-11,300,True,True,True,14,True
2011-02-11,330,True,True,True,14,True
2011-02-11,360,True,True,True,14,True
2011-02-11,390,True,True,True,14,True
2011-02-14,30,True,True,True,14,True
2011-02-14,60,True,True,True,14,True
2011-02-14,90,True,True,True,14,True
2011-02-14,120,True,True,True,14,True
2011-02-14,150,True,True,True,14,True
2011-02-14,180,True,True,True,14,True
2011-02-14,210,True,True,True,14,True
2011-02-14,240,True,True,True,14,True
2011-02-14,270,True,True,True,14,True
2011-02-14,300,True,True,True,14,True
2011-02-14,330,True,True,True,14,True
2011-02-14,360,True,True,True,14,True
2011-02-14,390,True,True,True,14,True
2011-02-15,30,True,True,True,14,True
2011-02-15,60,True,True,True,14,True
2011-02-15,90,True,True,True,14,True
2011-02-15,120,True,True,True,14,True
2011-02-15,150,True,True,True,14,True
2011-02-15,180,True,True,True,14,True
2011-02-15,210,True,True,True,14,True
2011-02-15,240,True,True,True,14,True
2011-02-15,270,True,True,True,14,True
2011-02-15,300,True,True,True,14,True
2011-02-15,330,True,True,True,14,True
2011-02-15,360,True,True,True,14,True
2011-02-15,390,True,True,True,14,True
2011-02-16,30,True,True,True,14,True
2011-02-16,60,True,True,True,14,True
2011-02-16,90,True,True,True,14,True
2011-02-16,120,True,True,True,14,True
2011-02-16,150,True,True,True,14,True
2011-02-16,180,True,True,True,14,True
2011-02-16,210,True,True,True,14,True
2011-02-16,240,True,True,True,14,True
2011-02-16,270,True,True,True,14,True
2011-02-16,300,True,True,True,14,True
2011-02-16,330,True,True,True,14,True
2011-02-16,360,True,True,True,14,True
2011-02-16,390,True,True,True,14,True
2011-02-17,30,True,True,True,14,True
2011-02-17,60,True,True,True,14,True
2011-02-17,90,True,True,True,14,True
2011-02-17,120,True,True,True,14,True
2011-02-17,150,True,True,True,14,True
2011-02-17,180,True,True,True,14,True
2011-02-17,210,True,True,True,14,True
2011-02-17,240,True,True,True,14,True
2011-02-17,270,True,True,True,14,True
2011-02-17,300,True,True,True,14,True
2011-02-17,330,True,True,True,14,True
2011-02-17,360,True,True,True,14,True
2011-02-17,390,True,True,True,14,True
2011-02-18,30,True,True,True,14,True
2011-02-18,60,True,True,True,14,True
2011-02-18,90,True,True,True,14,True
2011-02-18,120,True,True,True,14,True
2011-02-18,150,True,True,True,14,True
2011-02-18,180,True,True,True,14,True
2011-02-18,210,True,True,True,14,True
2011-02-18,240,True,True,True,14,True
2011-02-18,270,True,True,True,14,True
2011-02-18,300,True,True,True,14,True
2011-02-18,330,True,True,True,14,True
2011-02-18,360,True,True,True,14,True
2011-02-18,390,True,True,True,14,True
2011-02-22,30,True,True,True,14,True
2011-02-22,60,True,True,True,14,True
2011-02-22,90,True,True,True,14,True
2011-02-22,120,True,True,True,14,True
2011-02-22,150,True,True,True,14,True
2011-02-22,180,True,True,True,14,True
2011-02-22,210,True,True,True,14,True
2011-02-22,240,True,True,True,14,True
2011-02-22,270,True,True,True,14,True
2011-02-22,300,True,True,True,14,True
2011-02-22,330,True,True,True,14,True
2011-02-22,360,True,True,True,14,True
2011-02-22,390,True,True,True,14,True
2011-02-23,30,True,True,True,14,True
2011-02-23,60,True,True,True,14,True
2011-02-23,90,True,True,True,14,True
2011-02-23,120,True,True,True,14,True
2011-02-23,150,True,True,True,14,True
2011-02-23,180,True,True,True,14,True
2011-02-23,210,True,True,True,14,True
2011-02-23,240,True,True,True,14,True
2011-02-23,270,True,True,True,14,True
2011-02-23,300,True,True,True,14,True
2011-02-23,330,True,True,True,14,True
2011-02-23,360,True,True,True,14,True
2011-02-23,390,True,True,True,14,True
2011-02-24,30,True,True,True,14,True
2011-02-24,60,True,True,True,14,True
2011-02-24,90,True,True,True,14,True
2011-02-24,120,True,True,True,14,True
2011-02-24,150,True,True,True,14,True
2011-02-24,180,True,True,True,14,True
2011-02-24,210,True,True,True,14,True
2011-02-24,240,True,True,True,14,True
2011-02-24,270,True,True,True,14,True
2011-02-24,300,True,True,True,14,True
2011-02-24,330,True,True,True,14,True
2011-02-24,360,True,True,True,14,True
2011-02-24,390,True,True,True,14,True
2011-02-25,30,True,True,True,14,True
2011-02-25,60,True,True,True,14,True
2011-02-25,90,True,True,True,14,True
2011-02-25,120,True,True,True,14,True
2011-02-25,150,True,True,True,14,True
2011-02-25,180,True,True,True,14,True
2011-02-25,210,True,True,True,14,True
2011-02-25,240,True,True,True,14,True
2011-02-25,270,True,True,True,14,True
2011-02-25,300,True,True,True,14,True
2011-02-25,330,True,True,True,14,True
2011-02-25,360,True,True,True,14,True
2011-02-25,390,True,True,True,14,True
2011-02-28,30,True,True,True,14,True
2011-02-28,60,True,True,True,14,True
2011-02-28,90,True,True,True,14,True
2011-02-28,120,True,True,True,14,True
2011-02-28,150,True,True,True,14,True
2011-02-28,180,True,True,True,14,True
2011-02-28,210,True,True,True,14,True
2011-02-28,240,True,True,True,14,True
2011-02-28,270,True,True,True,14,True
2011-02-28,300,True,True,True,14,True
2011-02-28,330,True,True,True,14,True
2011-02-28,360,True,True,True,14,True
2011-02-28,390,True,True,True,14,True
2011-03-01,30,True,True,True,14,True
2011-03-01,60,True,True,True,14,True
2011-03-01,90,True,True,True,14,True
2011-03-01,120,True,True,True,14,True
2011-03-01,150,True,True,True,14,True
2011-03-01,180,True,True,True,14,True
2011-03-01,210,True,True,True,14,True
2011-03-01,240,True,True,True,14,True
2011-03-01,270,True,True,True,14,True
2011-03-01,300,True,True,True,14,True
2011-03-01,330,True,True,True,14,True
2011-03-01,360,True,True,True,14,True
2011-03-01,390,True,True,True,14,True
2011-03-02,30,True,True,True,14,True
2011-03-02,60,True,True,True,14,True
2011-03-02,90,True,True,True,14,True
2011-03-02,120,True,True,True,14,True
2011-03-02,150,True,True,True,14,True
2011-03-02,180,True,True,True,14,True
2011-03-02,210,True,True,True,14,True
2011-03-02,240,True,True,True,14,True
2011-03-02,270,True,True,True,14,True
2011-03-02,300,True,True,True,14,True
2011-03-02,330,True,True,True,14,True
2011-03-02,360,True,True,True,14,True
2011-03-02,390,True,True,True,14,True
2011-03-03,30,True,True,True,14,True
2011-03-03,60,True,True,True,14,True
2011-03-03,90,True,True,True,14,True
2011-03-03,120,True,True,True,14,True
2011-03-03,150,True,True,True,14,True
2011-03-03,180,True,True,True,14,True
2011-03-03,210,True,True,True,14,True
2011-03-03,240,True,True,True,14,True
2011-03-03,270,True,True,True,14,True
2011-03-03,300,True,True,True,14,True
2011-03-03,330,True,True,True,14,True
2011-03-03,360,True,True,True,14,True
2011-03-03,390,True,True,True,14,True
2011-03-04,30,True,True,True,14,True
2011-03-04,60,True,True,True,14,True
2011-03-04,90,True,True,True,14,True
2011-03-04,120,True,True,True,14,True
2011-03-04,150,True,True,True,14,True
2011-03-04,180,True,True,True,14,True
2011-03-04,210,True,True,True,14,True
2011-03-04,240,True,True,True,14,True
2011-03-04,270,True,True,True,14,True
2011-03-04,300,True,True,True,14,True
2011-03-04,330,True,True,True,14,True
2011-03-04,360,True,True,True,14,True
2011-03-04,390,True,True,True,14,True
2011-03-07,30,True,True,True,14,True
2011-03-07,60,True,True,True,14,True
2011-03-07,90,True,True,True,14,True
2011-03-07,120,True,True,True,14,True
2011-03-07,150,True,True,True,14,True
2011-03-07,180,True,True,True,14,True
2011-03-07,210,True,True,True,14,True
2011-03-07,240,True,True,True,14,True
2011-03-07,270,True,True,True,14,True
2011-03-07,300,True,True,True,14,True
2011-03-07,330,True,True,True,14,True
2011-03-07,360,True,True,True,14,True
2011-03-07,390,True,True,True,14,True
2011-03-08,30,True,True,True,14,True
2011-03-08,60,True,True,True,14,True
2011-03-08,90,True,True,True,14,True
2011-03-08,120,True,True,True,14,True
2011-03-08,150,True,True,True,14,True
2011-03-08,180,True,True,True,14,True
2011-03-08,210,True,True,True,14,True
2011-03-08,240,True,True,True,14,True
2011-03-08,270,True,True,True,14,True
2011-03-08,300,True,True,True,14,True
2011-03-08,330,True,True,True,14,True
2011-03-08,360,True,True,True,14,True
2011-03-08,390,True,True,True,14,True
2011-03-09,30,True,True,True,14,True
2011-03-09,60,True,True,True,14,True
2011-03-09,90,True,True,True,14,True
2011-03-09,120,True,True,True,14,True
2011-03-09,150,True,True,True,14,True
2011-03-09,180,True,True,True,14,True
2011-03-09,210,True,True,True,14,True
2011-03-09,240,True,True,True,14,True
2011-03-09,270,True,True,True,14,True
2011-03-09,300,True,True,True,14,True
2011-03-09,330,True,True,True,14,True
2011-03-09,360,True,True,True,14,True
2011-03-09,390,True,True,True,14,True
2011-03-10,30,True,True,True,14,True
2011-03-10,60,True,True,True,14,True
2011-03-10,90,True,True,True,14,True
2011-03-10,120,True,True,True,14,True
2011-03-10,150,True,True,True,14,True
2011-03-10,180,True,True,True,14,True
2011-03-10,210,True,True,True,14,True
2011-03-10,240,True,True,True,14,True
2011-03-10,270,True,True,True,14,True
2011-03-10,300,True,True,True,14,True
2011-03-10,330,True,True,True,14,True
2011-03-10,360,True,True,True,14,True
2011-03-10,390,True,True,True,14,True
2011-03-11,30,True,True,True,14,True
2011-03-11,60,True,True,True,14,True
2011-03-11,90,True,True,True,14,True
2011-03-11,120,True,True,True,14,True
2011-03-11,150,True,True,True,14,True
2011-03-11,180,True,True,True,14,True
2011-03-11,210,True,True,True,14,True
2011-03-11,240,True,True,True,14,True
2011-03-11,270,True,True,True,14,True
2011-03-11,300,True,True,True,14,True
2011-03-11,330,True,True,True,14,True
2011-03-11,360,True,True,True,14,True
2011-03-11,390,True,True,True,14,True
2011-03-14,30,True,True,True,14,True
2011-03-14,60,True,True,True,14,True
2011-03-14,90,True,True,True,14,True
2011-03-14,120,True,True,True,14,True
2011-03-14,150,True,True,True,14,True
2011-03-14,180,True,True,True,14,True
2011-03-14,210,True,True,True,14,True
2011-03-14,240,True,True,True,14,True
2011-03-14,270,True,True,True,14,True
2011-03-14,300,True,True,True,14,True
2011-03-14,330,True,True,True,14,True
2011-03-14,360,True,True,True,14,True
2011-03-14,390,True,True,True,14,True
2011-03-15,30,True,True,True,14,True
2011-03-15,60,True,True,True,14,True
2011-03-15,90,True,True,True,14,True
2011-03-15,120,True,True,True,14,True
2011-03-15,150,True,True,True,14,True
2011-03-15,180,True,True,True,14,True
2011-03-15,210,True,True,True,14,True
2011-03-15,240,True,True,True,14,True
2011-03-15,270,True,True,True,14,True
2011-03-15,300,True,True,True,14,True
2011-03-15,330,True,True,True,14,True
2011-03-15,360,True,True,True,14,True
2011-03-15,390,True,True,True,14,True
